cargo,id_ubicacion,clase_ubicacion,descripcion_ubicacion,cant_votos_positivos,cant_votos_negativos,porcentaje_participacion,porcentaje_mesas_procesadas,cant_votantes,hora_proceso,clase_candidatura,id_candidatura,descripcion_candidatura,cant_votos
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3580,MAURICIO VILLEDA BERMUDEZ,43701
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3581,FABIOLA CLAUDETT ABUDOJ MENA,32179
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3582,ELVIN ERNESTO SANTOS ORDOÑEZ,31208
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3583,SOBEYDA JUDITH ANDINO ALVAREZ,29922
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3584,SANTOS ELISEO CASTRO PAVON,30285
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3585,OSMAN DANILO AGUILAR PONCE,30558
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3586,KRITZA JERLIN PEREZ GALLEGOS,33135
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3587,ELVIA DANUBIA ESPINOZA OBANDO,26043
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3588,ALIA NIÑO KAFATY,29604
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3589,MARIA TERESA ALVAREZ VILLELA,26788
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3590,CHRISTIAN JOSUE MARTINEZ ACOSTA,25860
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3591,TITO LIVIO SIERRA BOGRAN,26644
DIP,HN.8,Distrito,FRANCISCO MORAZAN,7795107,21891,73.6363,63.1706,7816998,2021-12-04 22:45:01,Candidato,1.3592,JAVIER ENRIQUE SANTOS CACERES,24832
